ReviewVenue,PublicationVenue,Title,delete,Authors,AuthorPDF,Abstract,ExplanationPage,SourceMaterials,Data,Preregistered,Video,DOI,PublicationYear,ConferenceYear,ConferenceTrack,ConferenceRoom,ConferenceDay,ConferenceSession,date,ConferenceTimeStart,ConferenceTimeEnd
InfoVis,TVCG,Information Olfactation: Harnessing Scent to Convey Data,J),"Biswaksen Patnaik, Andrea Batch, Niklas Elmqvist",http://users.umiacs.umd.edu/~elm/projects/info-olfac/info-olfac.pdf,"Olfactory feedback for analytical tasks is a virtually unexplored area in spite of the advantages it offers for information recall, feature identification, and location detection. Here we introduce the concept of information olfactation as the fragrant sibling of information visualization, and discuss how scent can be used to convey data. Building on a review of the human olfactory system and mirroring common visualization practice, we propose olfactory marks, the substrate in which they exist, and their olfactory channels that are available to designers. To exemplify this idea, we present VISCENT: A six-scent stereo olfactory display capable of conveying olfactory glyphs of varying temperature and direction, as well as a corresponding software system that integrates the display with a traditional visualization display. Finally, we present three applications that make use of the viScent system: A 2D graph visualization, a 2D line and point chart, and an immersive analytics graph visualization in 3D virtual reality. We close the paper with a review of possible extensions of viScent and applications of information olfactation for general visualization beyond the examples in this paper.",,,,,vimeo 289784509,10.1109/tvcg.2018.2865237,2018,2018,InfoVis,"Convention Hall 1, Section D",Thursday,Immersive Analytics,25-Oct,10:00 AM,10:20 AM
InfoVis,TVCG,Dynamic Composite Data Physicalization Using Wheeled Micro-Robots,J),"Mathieu Le Goc, Charles Perin, Sean Follmer, Jean-Daniel Fekete, Pierre Dragicevic",https://hal.inria.fr/hal-01848436/document,"This paper introduces dynamic composite physicalizations, a new class of physical visualizations that use collections of self-propelled objects to represent data. Dynamic composite physicalizations can be used both to give physical form to well-known interactive visualization techniques, and to explore new visualizations and interaction paradigms. We first propose a design space characterizing composite physicalizations based on previous work in the fields of Information Visualization and Human Computer Interaction. We illustrate dynamic composite physicalizations in two scenarios demonstrating potential benefits for collaboration and decision making, as well as new opportunities for physical interaction. We then describe our implementation using wheeled micro-robots capable of locating themselves and sensing user input, before discussing limitations and opportunities for future work.",,,,,vimeo 289784806,10.1109/tvcg.2018.2865159,2018,2018,InfoVis,"Convention Hall 1, Section D",Thursday,Immersive Analytics,25-Oct,10:20 AM,10:40 AM
SciVis,TVCG,Robust and Fast Extraction of 3D Symmetric Tensor Field Topology,J),"Lawrence Roy, Prashant Kumar, Yue Zhang, Eugene Zhang",http://web.engr.oregonstate.edu/~zhange/images/3DTensorTopology_Detection.pdf,"3D symmetric tensor fields appear in many science and engineering domains, and topology-driven analysis is important in many of these application domains, such as solid mechanics and fluid dynamics. Degenerate curves and neutral surfaces are important topological features in 3D symmetric tensor fields. Existing methods to extract degenerate curves and neutral surfaces often miss parts of the curves and surfaces, respectively. Moreover, they are relatively expensive to extract. These issues are due to the lack of knowledge of their overall structures. In this paper, we provide theoretical analysis on the geometric and topological structures of degenerate curves and neutral surfaces of 3D linear tensor fields. These structures lead to parameterizations for degenerate curves and neutral surfaces that can not only provide more robust extraction of these features but also incur less computational cost. We demonstrate the benefits of our approach by applying our degenerate curve and neutral surface detection to solid mechanics simulation data sets.",,,,,vimeo 290325698,10.1109/tvcg.2018.2864768,2018,2018,SciVis,Estrel Hall A+B,Thursday,Tensors,25-Oct,9:00 AM,9:20 AM
SciVis,TVCG,DT-MRI Streamsurfaces Revisited,J),"Michael Ankele, Thomas Schultz",http://cg.cs.uni-bonn.de/aigaion2root/attachments/ankele-vis18.pdf,"DT-MRI streamsurfaces, defined as surfaces that are everywhere tangential to the major and medium eigenvector fields, have been proposed as a tool for visualizing regions of predominantly planar behavior in diffusion tensor MRI. Even though it has long been known that their construction assumes that the involved eigenvector fields satisfy an integrability condition, it has never been tested systematically whether this condition is met in real-world data. We introduce a suitable and efficiently computable test to the visualization literature, demonstrate that it can be used to distinguish integrable from nonintegrable configurations in simulations, and apply it to whole-brain datasets of 15 healthy subjects. We conclude that streamsurface integrability is approximately satisfied in a substantial part of the brain, but not everywhere, including some regions of planarity. As a consequence, algorithms for streamsurface extraction should explicitly test local integrability. Finally, we propose a novel patch-based approch to streamsurface visualization that reduces visual artifacts, and is shown to more fully sample the extent of streamsurfaces.",,,,,vimeo 290327825,10.1109/tvcg.2018.2864845,2018,2018,SciVis,Estrel Hall A+B,Thursday,Tensors,25-Oct,9:20 AM,9:40 AM
SciVis,TVCG,Tensor Field Visualization using Fiber Surfaces of Invariant Space,J),"Felix Raith, Christian Blecha, Thomas Nagel, Francesco Parisio, Olaf Kolditz, Fabian Günther, Markus Stommel, Gerik Scheuermann",,,,,,,vimeo 290327914,10.1109/tvcg.2018.2864846,2018,2018,SciVis,Estrel Hall A+B,Thursday,Tensors,25-Oct,9:40 AM,10:00 AM
TVCG,TVCG,Tensor Decompositions for Integral Histogram Compression and Look-Up,T),"Rafael Ballester-Ripoll, Renato Pajarola",,,,https://github.com/rballester/tthistograms,,,vimeo 289788992,10.1109/tvcg.2018.2802521,2018,2018,SciVis,Estrel Hall A+B,Thursday,Tensors,25-Oct,10:00 AM,10:20 AM
VAST,TVCG,An Interactive Method to Improve Crowdsourced Annotations,J),"Shixia Liu, Changjian Chen, Yafeng Lu, Fangxin Ouyang, Bin Wang",http://www.shixialiu.com/publications/LabelInspect/paper.pdf,"In order to effectively infer correct labels from noisy crowdsourced annotations, learning-from-crowds models have introduced expert validation. However, little research has been done on facilitating the validation procedure. In this paper, we propose an interactive method to assist experts in verifying uncertain instance labels and unreliable workers. Given the instance labels and worker reliability inferred from a learning-from-crowds model, candidate instances and workers are selected for expert validation. The influence of verified results is propagated to relevant instances and workers through the learning-from-crowds model. To facilitate the validation of annotations, we have developed a confusion visualization to indicate the confusing classes for further exploration, a constrained projection method to show the uncertain labels in context, and a scatter-plot-based visualization to illustrate worker reliability. The three visualizations are tightly integrated with the learning-from-crowds model to provide an iterative and progressive environment for data validation. Two case studies were conducted that demonstrate our approach offers an efficient method for validating and improving crowdsourced annotations.",,,,,vimeo 289787374,10.1109/TVCG.2018.2864843,2018,2018,VAST,Estrel Hall C,Thursday,Interactive Analytics and Design,25-Oct,9:00 AM,9:20 AM
VAST,TVCG,RegressionExplorer: Interactive Exploration of Logistic Regression Models with Subgroup Analysis,J),"Dennis Dingen, Marcel van 't Veer, Patrick Houthuizen, Eveline H. J. Mestrom, Erik H.H.M. Korsten, Arthur R.A. Bouwman, Jarke van Wijk",,,,,,,vimeo 289787606,10.1109/tvcg.2018.2865043,2018,2018,VAST,Estrel Hall C,Thursday,Interactive Analytics and Design,25-Oct,9:20 AM,9:40 AM
VAST,TVCG,Drag and Track:  A Direct Manipulation Interface for Contextualizing Data Instances within a Continuous Parameter Space,J),"Daniel Orban, Daniel Keefe, Ayan Biswas, James Ahrens, David Rogers",,,,,,,vimeo 289787986,10.1109/TVCG.2018.2865051,2018,2018,VAST,Estrel Hall C,Thursday,Interactive Analytics and Design,25-Oct,9:40 AM,10:00 AM
VAST,TVCG,Clustrophile 2: Guided Visual Clustering Analysis,J),"Marco Cavallo, Çagatay Demiralp",https://arxiv.org/pdf/1804.03048.pdf,"Data clustering is a common unsupervised learning method frequently used in exploratory data analysis. However, identifying relevant structures in unlabeled, high-dimensional data is nontrivial, requiring iterative experimentation with clustering parameters as well as data features and instances. The number of possible clusterings for a typical dataset is vast, and navigating in this vast space is also challenging. The absence of ground-truth labels makes it impossible to define an optimal solution, thus requiring user judgment to establish what can be considered a satisfiable clustering result. Data scientists need adequate interactive tools to effectively explore and navigate the large clustering space so as to improve the effectiveness of exploratory clustering analysis. We introduce Clustrophile 2, a new interactive tool for guided clustering analysis. Clustrophile 2 guides users in clustering-based exploratory analysis, adapts user feedback to improve user guidance, facilitates the interpretation of clusters, and helps quickly reason about differences between clusterings. To this end, Clustrophile 2 contributes a novel feature, the Clustering Tour, to help users choose clustering parameters and assess the quality of different clustering results in relation to current analysis goals and user expectations. We evaluate Clustrophile 2 through a user study with 12 data scientists, who used our tool to explore and interpret sub-cohorts in a dataset of Parkinson’s disease patients. Results suggest that Clustrophile 2 improves the speed and effectiveness of exploratory clustering analysis for both experts and non-experts.",,,,,vimeo 289787185,10.1109/TVCG.2018.2864477,2018,2018,VAST,Estrel Hall C,Thursday,Interactive Analytics and Design,25-Oct,10:00 AM,10:20 AM
VAST,TVCG,InkPlanner: Supporting Prewriting via Intelligent Visual Diagramming,J),"Zhicong Lu, Mingming Fan, Yun Wang, Jian Zhao, Michelle Annett, Daniel Wigdor",http://mingmingfan.com/papers/InkPlanner_TVCG.pdf,"Prewriting is the process of generating and organizing ideas before drafting a document. Although often overlooked by novice writers and writing tool developers, prewriting is a critical process that improves the quality of a final document. To better understand current prewriting practices, we first conducted interviews with writing learners and experts. Based on the learners’ needs and experts’ recommendations, we then designed and developed InkPlanner, a novel pen and touch visualization tool that allows writers to utilize visual diagramming for ideation during prewriting. InkPlanner further allows writers to sort their ideas into a logical and sequential narrative by using a novel widget— NarrativeLine. Using a NarrativeLine, InkPlanner can automatically generate a document outline to guide later drafting exercises. Inkplanner is powered by machine-generated semantic and structural suggestions that are curated from various texts. To qualitatively review the tool and understand how writers use InkPlanner for prewriting, two writing experts were interviewed and a user study was conducted with university students. The results demonstrated that InkPlanner encouraged writers to generate more diverse ideas and also enabled them to think more strategically about how to organize their ideas for later drafting.",,,,,vimeo 289787883,10.1109/tvcg.2018.2864887,2018,2018,VAST,Estrel Hall C,Thursday,Interactive Analytics and Design,25-Oct,10:20 AM,10:40 AM
TVCG,TVCG,Visual Analytics in Deep Learning: An Interrogative Survey for the Next Frontiers,T),"Fred Hohman, Minsuk Kahng, Robert Pienta, Duen Horng Chau",https://arxiv.org/pdf/1801.06889.pdf,"Deep learning has recently seen rapid development and received significant attention due to its state-of-the-art performance on previously-thought hard problems. However, because of the internal complexity and nonlinear structure of deep neural networks, the underlying decision making processes for why these models are achieving such performance are challenging and sometimes mystifying to interpret. As deep learning spreads across domains, it is of paramount importance that we equip users of deep learning with tools for understanding when a model works correctly, when it fails, and ultimately how to improve its performance. Standardized toolkits for building neural networks have helped democratize deep learning; visual analytics systems have now been developed to support model explanation, interpretation, debugging, and improvement. We present a survey of the role of visual analytics in deep learning research, which highlights its short yet impactful history and thoroughly summarizes the state-of-the-art using a human-centered interrogative framework, focusing on the Five W's and How (Why, Who, What, How, When, and Where). We conclude by highlighting research directions and open research problems. This survey helps researchers and practitioners in both visual analytics and deep learning to quickly learn key aspects of this young and rapidly growing body of research, whose impact spans a diverse range of domains.",,,,,vimeo 289789596,10.1109/tvcg.2018.2843369,2018,2018,VAST,"Convention Hall 1, Section C",Thursday,Deep Learning,25-Oct,11:00 AM,11:20 AM
VAST,VAST,Analyzing the Noise Robustness of Deep Neural Networks,C),"Mengchen Liu, Shixia Liu, Hang Su, Kelei Cao, Jun Zhu",http://www.shixialiu.com/publications/aevis/paper.pdf,"Deep neural networks (DNNs) are vulnerable to maliciously generated adversarial examples. These examples are intentionally designed by making imperceptible perturbations and often mislead a DNN into making an incorrect prediction. This phenomenon means that there is significant risk in applying DNNs to safety-critical applications, such as driverless cars. To address this issue, we present a visual analytics approach to explain the primary cause of the wrong predictions introduced by adversarial examples. The key is to analyze the datapaths of the adversarial examples and compare them with those of the normal examples. A datapath is a group of critical neurons and their connections. To this end, we formulate the datapath extraction as a subset selection problem and approximately solve it based on back-propagation. A multi-level visualization consisting of a segmented DAG (layer level), an Euler diagram (feature map level), and a heat map (neuron level), has been designed to help experts investigate datapaths from the high-level layers to the detailed neuron activations. Two case studies are conducted that demonstrate the promise of our approach in support of explaining the working mechanism of adversarial examples.",,,,,vimeo 289787703,,2018,2018,VAST,"Convention Hall 1, Section C",Thursday,Deep Learning,25-Oct,11:20 AM,11:40 AM
VAST,TVCG,DQNViz: A Visual Analytics Approach to Understand Deep Q-Networks,J),"Junpeng Wang, Liang Gou, Han-Wei Shen, Hao Yang",http://edda-project.github.io/files/2018-08-13/dqnvis.pdf,"Deep Q-Network (DQN), as one type of deep reinforcement learning model, targets to train an intelligent agent that acquires optimal actions while interacting with an environment. The model is well known for its ability to surpass professional human players across many Atari 2600 games. Despite the superhuman performance, in-depth understanding of the model and interpreting the sophisticated behaviors of the DQN agent remain to be challenging tasks, due to the long-time model training process and the large number of experiences dynamically generated by the agent. In this work, we propose DQNViz, a visual analytics system to expose details of the blind training process in four levels, and enable users to dive into the large experience space of the agent for comprehensive analysis. As an initial attempt in visualizing DQN models, our work focuses more on Atari games with a simple action space, most notably the Breakout game. From our visual analytics of the agent’s experiences, we extract useful action/reward patterns that help to interpret the model and control the training. Through multiple case studies conducted together with deep learning experts, we demonstrate that DQNViz can effectively help domain experts to understand, diagnose, and potentially improve DQN models.",,,,,vimeo 289787246,10.1109/tvcg.2018.2864504,2018,2018,VAST,"Convention Hall 1, Section C",Thursday,Deep Learning,25-Oct,11:40 AM,12:00 PM
VAST,TVCG,RetainVis: Visual Analytics with Interpretable and Interactive Recurrent Neural Network on Electronic Medical Records,J),"Bum Chul Kwon, Min-Je Choi, Joanne Kim, Edward Choi, Young Bin Kim, Soonwook Kwon, Jimeng Sun, Jaegul Choo",https://arxiv.org/pdf/1805.10724.pdf,"We have recently seen many successful applications of recurrent neural networks (RNNs) on electronic medical records (EMRs), which contain histories of patients’ diagnoses, medications, and other various events, in order to predict the current and future states of patients. Despite the strong performance of RNNs, it is often challenging for users to understand why the model makes a particular prediction. Such black-box nature of RNNs can impede its wide adoption in clinical practice. Furthermore, we have no established methods to interactively leverage users’ domain expertise and prior knowledge as inputs for steering the model. Therefore, our design study aims to provide a visual analytics solution to increase interpretability and interactivity of RNNs via a joint effort of medical experts, artificial intelligence scientists, and visual analytics researchers. Following the iterative design process between the experts, we design, implement, and evaluate a visual analytics tool called RetainVis, which couples a newly improved, interpretable, and interactive RNN-based model called RetainEX and visualizations for users’ exploration of EMR data in the context of prediction tasks. Our study shows the effective use of RetainVis for gaining insights into how individual medical codes contribute to making risk predictions, using EMRs of patients with heart failure and cataract symptoms. Our study also demonstrates how we made substantial changes to the state-of-the-art RNN model called RETAIN in order to make use of temporal information and increase interactivity. This study will provide a useful guideline for researchers that aim to design an interpretable and interactive visual analytics tool for RNNs",,,,,vimeo 289787946,10.1109/TVCG.2018.2865027,2018,2018,VAST,"Convention Hall 1, Section C",Thursday,Deep Learning,25-Oct,12:00 PM,12:20 PM
VAST,TVCG,GAN Lab: Understanding Complex Deep Generative Models using Interactive Visual Experimentation,J),"Minsuk Kahng, Nikhil Thorat, Duen Horng Chau, Fernanda Viegas, Martin Wattenberg",https://arxiv.org/pdf/1809.01587.pdf,"Recent success in deep learning has generated immense interest among practitioners and students, inspiring many to learn about this new technology. While visual and interactive approaches have been successfully developed to help people more easily learn deep learning, most existing tools focus on simpler models. In this work, we present GAN Lab, the first interactive visualization tool designed for non-experts to learn and experiment with Generative Adversarial Networks (GANs), a popular class of complex deep learning models. With GAN Lab, users can interactively train generative models and visualize the dynamic training process’s intermediate results. GAN Lab tightly integrates an model overview graph that summarizes GAN’s structure, and a layered distributions view that helps users interpret the interplay between submodels. GAN Lab introduces new interactive experimentation features for learning complex deep learning models, such as step-by-step training at multiple levels of abstraction for understanding intricate training dynamics. Implemented using TensorFlow.js, GAN Lab is accessible to anyone via modern web browsers, without the need for installation or specialized hardware, overcoming a major practical challenge in deploying interactive tools for deep learning.",,,,,vimeo 289787794,10.1109/tvcg.2018.2864500,2018,2018,VAST,"Convention Hall 1, Section C",Thursday,Deep Learning,25-Oct,12:20 PM,12:40 PM
InfoVis,TVCG,A Framework for Creative Visualization-Opportunities Workshops,J),"Ethan Kerzner, Sarah Goodwin, Jason Dykes, Sara V Jones, Miriah Meyer",http://sci.utah.edu/~vdl/papers/2018_infovis_creative-workshops.pdf,"Applied visualization researchers often work closely with domain collaborators to explore new and useful applications of visualization. The early stages of collaborations are typically time consuming for all stakeholders as researchers piece together an understanding of domain challenges from disparate discussions and meetings. A number of recent projects, however, report on the use of creative visualization-opportunities (CVO) workshops to accelerate the early stages of applied work, eliciting a wealth of requirements in a few days of focused work. Yet, there is no established guidance for how to use such workshops effectively. In this paper, we present the results of a 2-year collaboration in which we analyzed the use of 17 workshops in 10 visualization contexts. Its primary contribution is a framework for CVO workshops that: 1) identifies a process model for using workshops; 2) describes a structure of what happens within effective workshops; 3) recommends 25 actionable guidelines for future workshops; and 4) presents an example workshop and workshop methods. The creation of this framework exemplifies the use of critical reflection to learn about visualization in practice from diverse studies and experience.",,,,,vimeo 289784415,10.1109/tvcg.2018.2865241,2018,2018,InfoVis,"Convention Hall 1, Section D",Thursday,Design & Storytelling,25-Oct,11:00 AM,11:20 AM
TVCG,TVCG,ATOM: A Grammar for Unit Visualizations,T),"Deokgun Park, Steven M. Drucker, Roland Fernandez, Niklas Elmqvist",http://users.umiacs.umd.edu/~elm/projects/atom/atom.pdf,"Unit visualizations are a family of visualizations where every data item is represented by a unique visual mark—a visual unit—during visual encoding. For certain datasets and tasks, unit visualizations can provide more information, better match the user’s mental model, and enable novel interactions compared to traditional aggregated visualizations. Current visualization grammars cannot fully describe the unit visualization family. In this paper, we characterize the design space of unit visualizations to derive a grammar that can express them. The resulting grammar is called <span style=""font-variant: small-caps;"">ATOM<span>, and is based on passing data through a series of layout operations that divide the output of previous operations recursively until the size and position of every data point can be determined. We evaluate the expressive power of the grammar by both using it to describe existing unit visualizations, as well as to suggest new unit visualizations.",https://intuinno.github.io/unit/#/live,,,,vimeo 289789243,10.1109/tvcg.2017.2785807,2017,2018,InfoVis,"Convention Hall 1, Section D",Thursday,Design & Storytelling,25-Oct,11:20 AM,11:40 AM
InfoVis,TVCG,Design Exposition with Literate Visualization,J),"Jo Wood, Alexander Kachkaev, Jason Dykes",http://openaccess.city.ac.uk/20081/1/wood_literate_2018.pdf,"We propose a new approach to the visualization design and communication process, literate visualization, based upon and extending, Donald Knuth's idea of literate programming. It integrates the process of writing data visualization code with description of the design choices that led to the implementation (design exposition). We develop a model of design exposition characterised by four visualization designer architypes: the evaluator, the autonomist, the didacticist and the rationalist. The model is used to justify the key characteristics of literate visualization: 'notebook' documents that integrate live coding input, rendered output and textual narrative; low cost of authoring textual narrative; guidelines to encourage structured visualization design and its documentation. We propose narrative schemas for structuring and validating a wide range of visualization design approaches and models, and branching narratives for capturing alternative designs and design views. We describe a new open source literate visualization environment, litvis, based on a declarative interface to Vega and Vega-Lite through the functional programming language Elm combined with markdown for formatted narrative. We informally assess the approach, its implementation and potential by considering three examples spanning a range of design abstractions: new visualization idioms; validation though visualization algebra; and feminist data visualization. We argue that the rich documentation of the design process provided by literate visualization offers the potential to improve the validity of visualization design and so benefit both academic visualization and visualization practice.",,https://github.com/gicentre/litvis,,,vimeo 289785349,10.1109/tvcg.2018.2864836,2018,2018,InfoVis,"Convention Hall 1, Section D",Thursday,Design & Storytelling,25-Oct,11:40 AM,12:00 PM
InfoVis,TVCG,iStoryline: Effective Convergence to Hand-drawn Storylines,J),"Tan Tang, Sadia Rubab, Jiewen Lai, Weiwei Cui, Lingyun Yu, Yingcai Wu",http://zjuvis.org/files/istoryline.pdf,"Storyline visualization techniques have progressed significantly to generate illustrations of complex stories automatically. However, the visual layouts of storylines are not enhanced accordingly despite the improvement in the performance and extension of its application area. Existing methods attempt to achieve several shared optimization goals, such as reducing empty space and minimizing line crossings and wiggles. However, these goals do not always produce optimal results when compared to hand-drawn storylines. We conducted a preliminary study to learn how users translate a narrative into a hand-drawn storyline and check whether the visual elements in hand-drawn illustrations can be mapped back to appropriate narrative contexts. We also compared the hand-drawn storylines with storylines generated by the state-of-the-art methods and found they have significant differences. Our findings led to a design space that summarizes 1) how artists utilize narrative elements and 2) the sequence of actions artists follow to portray expressive and attractive storylines. We developed iStoryline, an authoring tool for integrating high-level user interactions into optimization algorithms and achieving a balance between hand-drawn storylines and automatic layouts. iStoryline allows users to create novel storyline visualizations easily according to their preferences by modifying the automatically generated layouts. The effectiveness and usability of iStoryline are studied with qualitative evaluations",https://istoryline.github.io/,,https://istoryline.github.io/interview/interview.html,,video https://istoryline.github.io/img/iStoryline.mp4,10.1109/tvcg.2018.2864899,2018,2018,InfoVis,"Convention Hall 1, Section D",Thursday,Design & Storytelling,25-Oct,12:00 PM,12:20 PM
InfoVis,TVCG,Narvis: Authoring Narrative Slideshows for Introducing Data Visualization Designs,J),"Qianwen Wang, Zhen Li, Siwei Fu, Weiwei Cui, Huamin Qu",https://wangqianwen0418.github.io/assets/pdf/Narvis.pdf,"Visual designs can be complex in modern data visualization systems, which poses special challenges for explaining them to the non-experts. However, few if any presentation tools are tailored for this purpose. In this study, we present Narvis, a slideshow authoring tool designed for introducing data visualizations to non-experts. Narvis targets two types of end users: teachers, experts in data visualization who produce tutorials for explaining a data visualization, and students, non-experts who try to understand visualization designs through tutorials. We present an analysis of requirements through close discussions with the two types of end users. The resulting considerations guide the design and implementation of Narvis. Additionally, to help teachers better organize their introduction slideshows, we specify a data visualization as a hierarchical combination of components, which are automatically detected and extracted by Narvis. The teachers craft an introduction slideshow through first organizing these components, and then explaining them sequentially. A series of templates are provided for adding annotations and animations to improve efficiency during the authoring process. We evaluate Narvis through a qualitative analysis of the authoring experience, and a preliminary evaluation of the generated slideshows.",,,,,vimeo 289784711,10.1109/tvcg.2018.2865232,2018,2018,InfoVis,"Convention Hall 1, Section D",Thursday,Design & Storytelling,25-Oct,12:20 PM,12:40 PM
SciVis,TVCG,Culling for Extreme-Scale Segmentation Volumes: A Hybrid Deterministic and Probabilistic Approach,J),"Johanna Beyer, Haneen Mohammed, Marco Agus, Ali K. Al-Awami, Hanspeter Pfister, Markus Hadwiger",http://vccvisualization.org/publications/2018_beyer_hybridculling.pdf,"With the rapid increase in raw volume data sizes, such as terabyte-sized microscopy volumes, the corresponding segmentation label volumes have become extremely large as well. We focus on integer label data, whose efficient representation in memory, as well as fast random data access, pose an even greater challenge than the raw image data. Often, it is crucial to be able to rapidly identify which segments are located where, whether for empty space skipping for fast rendering, or for spatial proximity queries. We refer to this process as culling. In order to enable efficient culling of millions of labeled segments, we present a novel hybrid approach that combines deterministic and probabilistic representations of label data in a data-adaptive hierarchical data structure that we call the label list tree. In each node, we adaptively encode label data using either a probabilistic constant-time access representation for fast conservative culling, or a deterministic logarithmic-time access representation for exact queries. We choose the best data structures for representing the labels of each spatial region while building the label list tree. At run time, we further employ a novel query-adaptive culling strategy. While filtering a query down the tree, we prune it successively, and in each node adaptively select the representation that is best suited for evaluating the pruned query, depending on its size. We show an analysis of the efficiency of our approach with several large data sets from connectomics, including a brain scan with more than 13 million labeled segments, and compare our method to conventional culling approaches. Our approach achieves significant reductions in storage size as well as faster query times.",,,,,youtube ABf0jw1jLUY,10.1109/tvcg.2018.2864847,2018,2018,SciVis,Estrel Hall A+B,Thursday,Scalable Techniques,25-Oct,11:00 AM,11:20 AM
SciVis,TVCG,CPU Iso-surface Ray Tracing of Adaptive Mesh Refinement Data,J),"Feng Wang, Ingo Wald, Qi Wu, Will Usher, Chris R. Johnson",http://sci.utah.edu/~will/papers/amr-isosurface.pdf,"Adaptive mesh refinement (AMR) is a key technology for large-scale simulations that allows for adaptively changing the simulation mesh resolution, resulting in significant computational and storage savings. However, visualizing such AMR data poses a significant challenge due to the difficulties introduced by the hierarchical representation when reconstructing continuous field values. In this paper, we detail a comprehensive solution for interactive isosurface rendering of block-structured AMR data. We contribute a novel reconstruction strategy—the octant method—which is continuous, adaptive and simple to implement. Furthermore, we present a generally applicable hybrid implicit isosurface ray-tracing method, which provides better rendering quality and performance than the built-in sampling-based approach in OSPRay. Finally, we integrate our octant method and hybrid isosurface geometry into OSPRay as a module, providing the ability to create high-quality interactive visualizations combining volume and isosurface representations of BS-AMR data. We evaluate the rendering performance, memory consumption and quality of our method on two gigascale block-structured AMR datasets.",,,,,vimeo 290328099,10.1109/TVCG.2018.2864850,2018,2018,SciVis,Estrel Hall A+B,Thursday,Scalable Techniques,25-Oct,11:20 AM,11:40 AM
TVCG,TVCG,Efficient Local Statistical Analysis via Point-Wise Histograms in Tetrahedral Meshes and Curvilinear Grids,T),"Bo Zhou, Yi-Jen Chiang, Cong Wang",http://cse.poly.edu/chiang/TVCG18-Final-Paper.pdf,"Local histograms (i.e., point-wise histograms computed from local regions of mesh vertices) have been used in many data analysis and visualization applications. Previous methods for computing local histograms mainly work for regular or rectilinear grids only. In this paper, we develop theory and novel algorithms for computing local histograms in tetrahedral meshes and curvilinear grids. Our algorithms are theoretically sound and efficient, and work effectively and fast in practice. Our main focus is on scalar fields, but the algorithms also work for vector fields as a by-product with small, easy modifications. Our methods can benefit information theoretic and other distribution-driven analysis. The experiments demonstrate the efficacy of our new techniques, including a utility case study on tetrahedral vector field visualization.",,,,,vimeo 289789310,10.1109/tvcg.2018.2796555,2018,2018,SciVis,Estrel Hall A+B,Thursday,Scalable Techniques,25-Oct,11:40 AM,12:00 PM
TVCG,TVCG,Shadow Accrual Maps: Efficient Accumulation of City-Scale Shadows over Time,T),"Fabio Miranda, Harish Doraiswamy, Marcos Lage, Luc Wilson, Mondrian Hsieh, Claudio T. Silva",http://www.harishd.com/home/assets/papers/shadows.pdf,"Large scale shadows from buildings in a city play an important role in determining the environmental quality of public spaces. They can be both beneficial, such as for pedestrians during summer, and detrimental, by impacting vegetation and by blocking direct sunlight. Determining the effects of shadows requires the accumulation of shadows over time across different periods in a year. In this paper, we propose a simple yet efficient class of approach that uses the properties of sun movement to track the changing position of shadows within a fixed time interval. We use this approach to extend two commonly used shadow techniques, shadow maps and ray tracing, and demonstrate the efficiency of our approach. Our technique is used to develop an interactive visual analysis system, Shadow Profiler, targeted at city planners and architects that allows them to test the impact of shadows for different development scenarios. We validate the usefulness of this system through case studies set in Manhattan, a dense borough of New York City",,,,,vimeo 289789412,10.1109/tvcg.2018.2802945,2018,2018,SciVis,Estrel Hall A+B,Thursday,Scalable Techniques,25-Oct,12:00 PM,12:20 PM
TVCG,TVCG,A Scalable Hybrid Scheme for Ray-Casting of Unstructured Volume Data,T),"Roba Binyahib, Tom Peterka, Matthew Larsen, Kwan-Liu Ma, Hank Childs",https://www.mcs.anl.gov/~tpeterka/papers/2018/binyahib-tvcg18-paper.pdf,"We present an algorithm for parallel volume rendering that is a hybrid between classical object order and image order techniques. The algorithm operates on unstructured grids (and structured ones), and thus can deal with block boundaries interleaving in complex ways. It also deals effectively with cases that are prone to load imbalance, i.e., cases where cell sizes differ dramatically, either because of the nature of the input data, or because of the effects of the camera transformation. The algorithm divides work over resources such that each phase of its processing is bounded in the amount of computation it can perform. We demonstrate its efficacy through a series of studies, varying over camera position, data set size, transfer function, image size, and processor count. At its biggest, our experiments scaled up to 8,192 processors and operated on data sets with more than one billion cells. In total, we find that our hybrid algorithm performs well in all cases. This is because our algorithm naturally adapts its computation based on workload, and can operate like either an object order technique or an image order technique in scenarios where those techniques are efficient.",,,,,vimeo 289789339,10.1109/tvcg.2018.2833113,2018,2018,SciVis,Estrel Hall A+B,Thursday,Scalable Techniques,25-Oct,12:20 PM,12:40 PM
